drug_id,uniprot_id,interaction
DB01577,P08913,1
DB13505,P08912,1
DB12137,P26664,0
DB00882,P03372,1
DB01171,P21397,1
DB12244,P43681,1
DB07227,P49356,1
DB01956,P08922,0
DB15447,Q01959,0
DB12443,P29274,1
DB15033,P10636,1
DB03921,P36897,1
DB09099,P35346,1
DB00576,P0AC13,1
DB00334,P14416,1
DB02727,P24752,0
DB16051,P15559,0
DB01355,P31644,1
DB01195,P21731,0
DB12064,P31645,0
DB00247,P21728,0
DB01439,P41145,1
DB08782,Q9Y5Y9,0
DB11836,P42345,1
DB12323,P00918,0
DB00986,P11229,1
DB19378,P06401,1
DB00384,P51168,1
DB00274,P0AD68,1
DB06350,P00797,0
DB00704,P40763,0
DB08182,P50750,1
DB00268,P23280,0
DB03028,P07339,1
DB02383,Q99720,1
DB01355,P23219,0
DB14086,P23280,1
DB12266,Q15109,0
DB04858,P28340,0
DB01488,P22303,0
DB02720,P11217,1
DB11845,P09619,1
DB00180,O14744,0
DB00945,P06239,0
DB14840,P11473,0
DB09047,P13945,0
DB12831,P00734,1
DB19257,Q12809,1
DB06204,P23975,1
DB01149,Q99720,0
DB06589,P22748,0
DB14020,P23141,1
DB04339,Q16236,1
DB13648,P36544,1
DB00657,Q15822,1
DB03777,P23219,0
DB02057,P42261,1
DB12063,P08913,0
DB00943,P03366,1
DB00689,P02919,1
DB17197,Q96RJ0,0
DB19306,Q02880,1
DB05660,Q04206,0
DB15265,P61073,1
DB12466,P31645,0
DB00393,P54284,1
DB01329,P0AD68,1
DB01951,P62942,1
DB00770,O60674,0
DB04879,P17948,1
DB03814,P04183,0
DB11755,Q7Z2W7,1
DB09477,P12821,1
DB12185,P00918,0
DB11672,P35354,1
DB07114,P23219,0
DB00449,P08588,1
DB00794,P14416,0
DB00197,P37231,1
DB06684,P43681,0
DB04001,P0AEB2,0
DB00557,P35367,1
DB11708,P52333,1
DB05625,P00918,0
DB01041,Q96SW2,1
DB11903,P34972,1
DB00788,P23219,1
DB06236,P03366,1
DB00699,Q07869,0
DB01565,P17948,0
DB01488,Q15822,0
DB12116,P16083,0
DB06412,P10275,1
DB04855,Q14524,1
DB06645,P35498,0
DB04751,P18825,0
DB00824,P49356,0
DB04844,Q05940,1
DB00786,P50336,0
DB03906,P11229,0
DB04841,P08173,0
DB01956,O75311,1
DB00758,O60895,0
DB08094,P26664,0
DB01933,O14757,1
DB06178,P15328,1
DB12116,Q8TDS4,0
DB16305,P98170,1
DB00767,P30926,0
DB11693,P30542,0
DB02602,P28702,0
DB01038,P28335,0
DB01795,P06276,0
DB12760,P0A3M6,0
DB00612,P08588,1
DB12665,P15121,1
DB01466,P21554,0
DB01150,P15328,0
DB16305,P10275,0
DB00824,P08238,0
DB01097,Q08210,1
DB15665,P18507,0
DB17096,P04049,0
DB05592,Q05586,0
DB16877,P0A749,0
DB08877,P29597,1
DB00299,Q91RS4,0
DB01408,Q13547,0
DB16050,P36888,1
DB08896,P09619,1
DB00210,P03956,0
DB13036,P07550,0
DB12130,Q9UM73,1
DB01209,P35372,1
DB12946,P30542,1
DB00238,P35968,0
DB14868,P22303,0
DB16657,Q06187,1
DB02247,P00807,1
DB11960,P08912,1
DB06510,Q07869,1
DB06689,P00748,1
DB00273,P02763,0
DB08930,O95718,0
DB12795,P14416,0
DB07767,P35372,0
DB12601,P13716,0
DB00451,P48735,0
DB16833,P05364,0
DB12429,P49841,1
DB05171,P14416,0
DB00529,P04293,1
DB06626,P35226,0
DB12151,P56282,1
DB00436,Q14896,0
DB13262,P11229,1
DB04745,P29275,0
DB01615,P09917,0
DB00282,P14324,1
DB03573,Q9Y233,0
DB08896,P10721,1
DB00922,Q09428,0
DB00270,O95180,1
DB06448,P35367,0
DB00714,P35462,1
DB05448,P00915,0
DB00945,P11474,0
DB00193,P9WGY9,0
DB04857,Q96S37,0
DB00679,P04183,0
DB06472,P05106,1
DB00619,P16234,1
DB11829,Q9HBH1,1
DB00642,K9N638,0
DB01962,P07355,0
DB08780,P03372,0
DB03298,P12931,1
DB00732,Q16678,0
DB16849,P43405,1
DB05171,P11388,0
DB01332,P02919,1
DB09212,P0AC13,0
DB06781,P08246,0
DB06204,P00915,0
DB18823,O95180,0
DB17149,P11388,1
DB11832,P20831,0
DB01407,P07550,1
DB09330,P00533,1
DB08454,P00918,0
DB05624,P30968,1
DB08178,P22303,0
DB05246,P22748,0
DB12345,Q01668,0
DB00413,O43570,0
DB06144,P14416,1
DB07742,P00918,1
DB04846,P08588,1
DB11181,P20309,1
DB15954,O75311,1
DB00313,Q7DHH4,0
DB01359,P00533,0
DB03932,P20701,1
DB00767,P47870,0
DB09078,P38606,0
DB05631,P35228,1
DB01157,P00374,1
DB12154,P35462,0
DB00599,P09038,0
DB03140,P00807,1
DB00523,P10276,1
DB00270,Q8WW43,0
DB14520,P06493,0
DB00185,P37288,0
DB09186,P23975,1
DB12980,P43490,1
DB06460,P05093,0
DB07149,O76074,0
DB05956,O00329,0
DB01224,P0DMS8,0
DB00624,P15056,0
DB16305,P17252,0
DB00281,O60341,0
DB05792,P19793,0
DB11962,P35367,0
DB14060,P20701,0
DB17061,P21728,0
DB12869,Q05586,1
DB14898,Q07869,0
DB05296,P15090,0
DB00548,P14679,1
DB01246,Q05586,0
DB07126,P0AEB2,0
DB06229,P28223,1
DB00332,P20309,1
DB11953,O76083,1
DB13059,P35367,0
DB02482,P53778,1
DB07940,P06276,1
DB13520,P28222,1
DB01567,P47870,1
DB06580,O43451,1
DB00733,P06276,1
DB02857,P04293,1
DB12462,P43119,1
DB05414,Q92731,1
DB00451,P10827,1
DB18267,P23219,1
DB14875,P28845,1
DB01239,P35462,1
DB04218,P00813,1
DB11274,P14416,1
DB12884,P28335,0
DB01235,Q9H244,0
DB00443,P49674,0
DB00493,P0A3M6,1
DB01956,P48167,1
DB12445,P35354,1
DB02420,P18031,1
DB12887,Q07869,0
DB01758,P07101,1
DB07145,P08254,1
DB00398,P00533,1
DB00880,P28335,0
DB00661,Q13936,1
DB00332,P18825,0
DB03221,Q9H2K2,0
DB00573,P23219,1
DB12323,P43681,0
DB06137,P06493,0
DB01576,Q01959,1
DB12611,O14757,1
DB00308,P22748,0
DB01433,P25779,0
DB12061,P14416,1
DB16447,P04637,1
DB00744,P11473,0
DB01086,Q9Y5Y9,1
DB06202,P03420,1
DB01197,P49768,0
DB06764,P18825,1
DB00257,P22894,0
DB06080,P35916,1
DB01267,Q92542,0
DB00273,Q13822,0
DB01496,P30542,0
DB12693,P00918,0
DB12904,P48736,1
DB12857,Q9Y5S1,0
DB04828,P35354,1
DB12743,P54289,1
DB08951,P35354,1
DB05454,P04183,0
DB06538,P08908,1
DB02999,Q14832,1
DB00961,P08581,0
DB12319,Q01726,0
DB00464,P04070,1
DB04948,P08913,1
DB15170,P35348,0
DB11666,P21728,0
DB01915,P08235,0
DB09167,P08172,1
DB07664,P06493,1
DB06460,P25101,1
DB01057,Q05940,0
DB00439,P04035,1
DB01972,P30968,0
DB17021,P04150,0
DB17045,Q5JUK3,1
DB12167,P42336,1
DB04233,P16233,1
DB13530,P18825,0
DB15357,P08912,1
DB00717,P06401,1
DB03088,P04746,1
DB08049,P21964,1
DB14973,O60674,1
DB08839,P08235,0
DB03701,P11511,0
DB03777,O00141,1
DB17056,P0AEB2,0
DB05053,Q14416,0
DB11769,Q15858,1
DB05103,Q14790,1
DB01852,P14061,1
DB05460,P09211,1
DB05422,P08908,1
DB12174,P00918,0
DB04233,P08588,0
DB01520,Q13224,1
DB16495,O60674,0
DB01098,P04035,1
DB03313,Q15822,0
DB00522,O76074,0
DB00912,Q09428,1
DB01954,Q16790,0
DB00384,P37088,1
DB00391,P23975,0
DB00866,P34969,0
DB00148,P17540,1
DB00337,P42345,1
DB13874,Q18BX5,0
DB09300,P08912,1
DB01351,P30556,0
DB07119,P03372,1
DB02116,Q00535,1
DB04213,Q99720,0
DB08339,P10721,1
DB16076,Q9NYK1,1
DB06791,P30874,1
DB12005,Q92542,1
DB17059,P10415,1
DB09167,O43837,0
DB03477,P35354,1
DB12107,P62593,1
DB11697,O60674,1
DB07677,P08588,0
DB00786,Q9H2S1,0
DB00353,P31645,0
DB04862,P00533,1
DB11428,P08913,1
DB00523,P18507,0
DB12459,P48067,0
DB04655,Q9HBH1,1
DB12463,Q92542,1
DB09000,P08908,1
DB12556,Q96GD4,1
DB00398,P35968,1
DB03606,P27815,1
DB11741,P16234,1
DB11906,P45059,0
DB12923,P23975,0
DB16305,Q13490,1
DB02745,Q9H3S4,0
DB07259,P09960,1
DB11726,P36544,1
DB00505,P11229,1
DB08157,P46098,0
DB11655,P11597,1
DB12887,Q15910,1
DB00547,P62508,1
DB02216,P16455,1
DB11763,P23458,1
DB09237,Q13936,1
DB05239,P28221,0
DB00477,Q14524,0
DB07138,Q16539,1
DB15499,P17117,0
DB19168,P51170,0
DB01144,P35348,0
DB03643,P05981,1
DB02015,P21397,0
DB00688,P36544,0
DB06403,P29475,0
DB08882,P15538,0
DB11893,P49768,1
DB12843,P18825,0
DB04745,P39086,0
DB00627,Q8TDS4,1
DB00598,P08588,1
DB04387,P30405,0
DB00764,P28223,0
DB14025,P45983,0
DB00659,Q9UI32,0
DB02272,P13716,1
DB03254,Q14524,0
DB04862,P49767,0
DB00273,P0DP25,0
DB12598,P06870,1
DB01245,P14210,0
DB08889,P28065,1
DB11923,Q14416,1
DB06013,O60674,0
DB00328,P35228,0
DB04462,Q13131,1
DB12082,P15121,0
DB08856,P41143,1
DB06685,P19875,1
DB06243,P35462,0
DB01151,P23975,1
DB09195,P35367,1
DB06691,Q07343,0
DB01028,Q13490,0
DB11737,P00533,1
DB17043,O00311,1
DB04947,Q01959,1
DB08822,P17169,0
DB06536,Q07869,1
DB13520,P10275,0
DB12819,P01137,0
DB11870,Q9NZ42,1
DB07556,Q16790,1
DB12903,P21802,1
DB03338,P62942,1
DB13953,P27487,0
DB00927,P25021,1
DB14803,P01024,1
DB06738,Q01959,0
DB00827,Q02880,1
DB02673,P28223,0
DB01380,P04150,1
DB08896,P35348,0
DB15565,P69905,0
DB07917,O60760,1
DB01205,P47869,1
DB09195,P16066,0
DB14541,P25101,0
DB01036,P08172,1
DB17984,P24530,1
DB00825,O75762,1
DB11617,Q02880,1
DB13857,P11217,0
DB00276,P11388,1
DB11160,P47712,0
DB03312,P20711,0
DB16226,P00749,0
DB04862,P20839,1
DB02809,Q9HBH1,1
DB12733,P50213,0
DB00572,P08173,1
DB14631,P04150,1
DB14921,Q02108,0
DB01359,P41143,0
DB06334,P22455,0
DB05541,P23946,0
DB11741,P17948,1
DB00762,P11387,1
DB00977,P03372,1
DB00519,P07550,0
DB16650,P29597,1
DB14989,O00329,1
DB04615,P17948,0
DB00238,P03366,1
DB01232,P03366,1
DB12405,P07333,0
DB04716,P13569,0
DB12665,P48764,0
DB11619,P06401,1
DB16884,P04054,0
DB01254,Q8NET8,0
DB01026,P37231,0
DB00622,Q01668,1
DB01435,P25101,0
DB01365,P98194,0
DB15494,P16444,0
DB18267,P29474,1
DB13118,P06702,1
DB07767,P0DMS8,0
DB00371,Q9HBH1,1
DB14982,P03366,0
DB13495,Q01959,0
DB00411,P21917,0
DB11629,O43915,0
DB12318,P00533,1
DB11666,P48736,1
DB00686,P30874,0
DB06766,P22303,0
DB07203,P14867,0
DB09288,Q8NER1,1
DB01205,P18031,0
DB04491,P27487,1
DB07412,P27487,1
DB05245,P0AC13,1
DB08981,P43119,0
DB12680,P50406,1
DB06786,P11474,1
DB09223,P11217,0
DB03814,P17169,1
DB04865,P14867,0
DB00303,O75762,0
DB01237,Q8DR59,0
DB14979,P49768,0
DB01782,P35367,0
DB15249,P26664,1
DB00975,Q9Y233,1
DB01199,P04746,0
DB03462,Q92847,0
DB11679,P23219,0
DB04534,P29474,1
DB00627,P49019,1
DB11886,P08588,0
DB16351,P28223,1
DB00617,P11388,0
DB00226,P35348,0
DB11376,P14416,1
DB01142,Q96RI1,0
DB18788,P39900,0
DB12290,Q16539,0
DB15588,P11217,1
DB01062,P07550,0
DB15446,Q02127,1
DB01353,P00915,0
DB17882,P35367,0
DB16968,P37288,1
DB13952,P11474,0
DB12323,P05364,0
DB01956,P22607,0
DB11779,P29475,0
DB18865,P06401,0
DB06248,P34903,0
DB09299,P35367,0
DB09361,P02768,1
DB01151,P28223,1
DB00796,P30556,1
DB05420,P31350,1
DB08052,P16234,1
DB01896,P00807,1
DB16911,P11473,0
DB00590,P35348,1
DB02448,P04054,1
DB00709,P03366,1
DB15873,P08908,0
DB07681,Q08499,0
DB01972,P08546,1
DB11738,O00555,0
DB11886,P22455,1
DB00273,Q16620,0
DB00757,P46098,1
DB14568,P11229,0
DB09018,P14416,1
DB08922,Q14416,0
DB00188,P28074,1
DB06203,P27487,1
DB09183,O00141,0
DB07161,O60674,1
DB08889,P28074,1
DB12298,P69905,1
DB00875,P14416,1
DB06160,P36507,0
DB04918,Q07820,0
DB03977,P0DP24,1
DB12080,P13945,1
DB02007,P11217,1
DB08801,P08172,1
DB00639,P10613,1
DB08800,P35367,1
DB00320,P28221,1
DB01055,P34896,1
DB01615,P35367,1
DB06140,Q92731,0
DB12960,P51681,1
DB06626,P17948,1
DB15353,P00807,1
DB08814,P30874,0
DB00779,P41143,0
DB16168,P26358,1
DB00726,P15121,0
DB04557,P23219,1
DB13051,P42336,1
DB00945,P41145,0
DB07340,P0DMS8,1
DB00656,P08908,1
DB08398,Q99623,0
DB06786,P47870,0
DB01388,P08588,0
DB00363,P28223,1
DB15581,Q8TDV5,0
DB12147,P03366,0
DB12009,Q8TDV5,0
DB00967,P14324,0
DB04855,P32418,1
DB01329,P08506,1
DB00229,P0AD68,1
DB16833,Q9Y6F1,0
DB06414,P03366,1
DB02921,P43119,0
DB01431,P06401,1
DB18104,P35348,0
DB16756,P23458,1
DB06680,P06401,1
DB14801,P23219,0
DB00159,P53004,0
DB08895,P52333,1
DB12341,P41145,1
DB02884,Q13698,0
DB00606,P00918,1
DB00120,P11387,0
DB12742,P10721,1
DB06820,P50859,1
DB09517,P10613,0
DB02498,P09874,1
DB01212,P01116,0
DB12929,Q9Y5N1,1
DB06555,P35348,1
DB02122,P00807,1
DB09238,P40238,0
DB00827,P11388,1
DB00484,Q06187,0
DB03332,P29474,1
DB06827,P9WJ63,1
DB03852,P25025,0
DB17036,P15917,1
DB15982,P03952,1
DB01231,Q15858,0
DB01064,P10613,0
DB04946,P28223,1
DB09320,P23219,0
DB01202,Q7L0J3,1
DB12874,P28223,0
DB11763,P00813,0
DB00830,P23975,1
DB17097,P28223,0
DB02209,P11926,1
DB12107,P23975,0
DB16927,P14416,1
DB09231,Q13936,1
DB16890,P00374,0
DB11992,P31645,0
DB09229,Q92633,0
DB03756,P35354,1
DB14876,Q8DR59,0
DB11651,P42345,1
DB00569,P50579,0
DB03221,P00918,1
DB00804,P11229,1
DB00487,Q02880,1
DB13346,P35354,1
DB00978,P35367,0
DB14911,O43915,1
DB02297,P24941,1
DB12147,P22607,1
DB00495,P03366,1
DB01010,P06276,1
DB12476,P47869,0
DB01567,P35367,0
DB15297,P25774,1
DB12411,P30530,1
DB12086,P08912,1
DB14128,P59676,0
DB01346,P15559,0
DB09167,P0DMS8,0
DB13874,Q9H244,0
DB00631,P20831,0
DB12191,P10415,1
DB00805,P9WGR1,0
DB12910,P34998,1
DB16330,O00311,1
DB16832,P15538,1
DB15646,P06401,0
DB01105,P14416,0
DB15169,P22455,1
DB03096,P03366,0
DB11782,Q9Y5Y9,0
DB12332,P02794,0
DB02377,P30793,1
DB04851,P08183,1
DB00599,P34903,1
DB13059,P48443,0
DB00393,Q08289,1
DB13146,P20309,0
DB03880,Q07869,0
DB03136,P08912,0
DB12116,P28223,0
DB09223,P14416,1
DB12838,P42345,0
DB08846,P0DMV8,1
DB07260,P62942,0
DB00484,P14416,0
DB09085,P35498,1
DB01329,P02919,1
DB11393,Q7DHH4,0
DB00864,Q14524,0
DB00924,P18825,1
DB00283,P35367,1
DB13775,P08047,0
DB04707,Q13464,1
DB07139,P15121,1
DB08908,Q14145,1
DB00535,P05164,0
DB12691,P08913,0
DB07545,Q9UQB9,1
DB00486,P41594,0
DB00537,P39086,0
DB04133,P00533,0
DB07557,Q14994,1
DB04813,P17655,1
DB01296,P01584,1
DB04665,P00915,1
DB14596,P11474,1
DB12125,P28223,0
DB11704,P04083,0
DB13952,Q92731,1
DB12719,P09601,0
DB00461,P06858,0
DB06506,P08908,1
DB02373,P47869,0
DB00497,Q13224,0
DB08398,P22455,0
DB04502,P25779,1
DB16834,P78527,1
DB12612,Q9H228,1
DB13928,O14746,0
DB02745,P19971,1
DB00514,Q99720,1
DB04616,P20309,0
DB06229,Q51504,0
DB01019,P20309,1
DB01028,P42261,1
DB12395,Q92769,0
DB08312,Q02880,0
DB00786,P24941,0
DB09050,Q51504,1
DB12763,P53350,1
DB11798,P00374,0
DB00659,P49765,0
DB08875,P09960,0
DB03496,P50750,1
DB01130,P34913,0
DB07829,Q16539,1
DB09229,Q01668,1
DB12635,P14324,0
DB02818,P39086,1
DB12010,P41595,0
DB08896,P05556,0
DB12378,P35354,1
DB01089,P12821,1
DB12569,P29274,1
DB12661,P08908,1
DB12869,P13716,0
DB11759,Q13564,1
DB08135,P24941,1
DB05814,P08588,0
DB00620,P04049,0
DB07292,Q15822,0
DB16495,Q09428,0
DB01212,P0A3M6,1
DB12247,P11362,1
DB00915,P14416,1
DB15273,Q05397,1
DB11805,P12931,1
DB00547,P47989,0
DB14973,P03366,0
DB14844,P35462,1
DB14027,P41143,0
DB04856,Q00653,0
DB00179,P09917,1
DB18104,P50750,1
DB00377,P46098,1
DB13956,Q92731,1
DB06243,P14867,0
DB06240,P08183,1
DB00373,P08588,1
DB00306,Q00534,0
DB00128,Q12879,1
DB15413,P15328,1
DB00193,P07148,0
DB12348,P11387,0
DB04872,P00747,0
DB00988,P09619,0
DB19125,P50406,0
DB04846,P07550,1
DB00620,P04150,1
DB06707,Q9UNA0,0
DB00292,Q05586,0
DB12199,P34972,0
DB12381,P08581,1
DB05409,P35354,1
DB00574,P49810,0
DB12789,P35408,1
DB19088,P28335,0
DB12058,P19838,1
DB01233,P03366,0
DB06288,P02792,0
DB00623,P17301,0
DB01352,P14867,1
DB11871,Q9UM73,0
DB16865,Q07820,1
DB15425,P24941,1
DB08167,P21918,0
DB00503,P50591,0
DB04522,Q99683,0
DB04459,P10275,0
DB15010,P11387,0
DB17506,P68826,0
DB07660,P00734,1
DB08905,P00813,0
DB00131,Q13131,1
DB08915,P37231,1
DB00690,P16615,0
DB08093,Q9H244,0
DB01239,P23415,0
DB02767,O00206,1
DB12130,P23458,0
DB13064,P22303,0
DB12946,P21589,1
DB12082,Q14432,1
DB12027,P28336,0
DB12174,P00533,1
DB00805,P00918,0
DB16305,Q03405,0
DB00756,O14521,1
DB01977,P43116,0
DB05103,P08913,0
DB06616,P07948,1
DB04566,P07437,0
DB12278,P14151,0
DB00717,P42345,0
DB11832,P12931,1
DB17083,P00797,0
DB01392,P08913,1
DB08964,P29274,0
DB19311,P37231,1
DB00430,P06493,0
DB17152,P11387,1
DB16911,Q12809,0
DB06229,P14416,1
DB01254,P11274,1
DB00669,Q92887,0
DB00575,P18089,1
DB07593,P0AD68,0
DB02810,P12268,0
DB16335,P02919,1
DB09285,Q06187,0
DB01351,P31644,1
DB04213,P04293,0
DB11923,O14980,0
DB14823,P37288,1
DB01000,P22303,0
DB12384,P11387,1
DB11672,P14780,1
DB00314,P9WJ63,1
DB00418,Q13547,0
DB01188,P0DP25,0
DB00692,P35348,1
DB17191,P16233,0
DB00418,P04083,0
DB17383,Q00534,1
DB06809,P61073,1
DB00450,Q07869,0
DB13053,Q15722,1
DB02282,P29275,1
DB00926,P10276,1
DB14065,P00918,0
DB00591,P07355,1
DB08815,Q8DR59,0
DB05266,P11712,0
DB03752,P23219,1
DB12278,P35348,1
DB00675,P11388,0
DB06268,P25101,1
DB00050,Q92633,0
DB06134,P34913,0
DB01624,P21918,1
DB01764,Q96GD4,0
DB06738,Q9GZT9,0
DB00758,P21439,0
DB04462,Q9Y233,0
DB09194,P29275,0
DB19193,P14416,0
DB06660,P21452,1
DB12694,P32238,1
DB11681,P27815,1
DB09089,Q12791,1
DB02282,P0DMS8,1
DB08943,Q92736,0
DB02122,P14324,0
DB07149,P28335,0
DB14011,P34972,1
DB08951,P04629,0
DB16492,Q13546,1
DB17837,P43235,0
DB04855,Q01668,1
DB00779,Q05940,0
DB14575,Q99571,1
DB03254,P14902,1
DB00824,Q07343,1
DB00252,Q08499,0
DB01102,P03951,0
DB05608,P09960,0
DB09285,P21397,0
DB12789,P43088,1
DB00424,P08588,0
DB01223,P35354,0
DB00359,P21333,0
DB00127,Q05586,1
DB09238,P27695,0
DB06579,P00918,0
DB06448,P53778,0
DB00738,Q15661,1
DB09071,P49286,1
DB00939,P23219,1
DB06694,P35348,1
DB15275,P48736,1
DB00834,P06401,1
DB08339,P16234,1
DB12174,P08173,0
DB04599,P04183,0
DB00703,P43166,1
DB05805,Q01959,1
DB06698,Q9Y5N1,1
DB00325,P28223,0
DB09050,P23258,0
DB00879,P03366,1
DB15446,P43405,0
DB13783,P35354,1
DB01577,Q01959,1
DB06649,Q00975,1
DB04843,P07550,0
DB01231,P23975,0
DB06578,P28221,1
DB12881,P25963,1
DB11160,P11229,0
DB09299,P24462,0
DB13956,P28702,0
DB16704,P30518,0
DB08839,Q13639,1
DB12803,Q05586,0
DB01062,Q92630,0
DB00755,P10276,1
DB00165,P22455,0
DB00368,P18089,1
DB11763,O14757,0
DB07149,P06493,1
DB01915,Q00535,0
DB12289,P00742,1
DB00182,P21397,1
DB05422,P08473,0
DB16039,P14174,0
DB03108,P52209,1
DB00782,P11229,1
DB01784,P21397,0
DB04531,P16455,1
DB11886,P11362,1
DB05038,P30411,1
DB12105,Q72547,0
DB07309,Q13547,0
DB04652,O60674,0
DB01170,P23975,1
DB12783,P14416,0
DB06280,P31645,0
DB09014,P78527,0
DB12154,O43570,0
DB11994,P01584,1
DB13954,P03372,1
DB00968,P54289,0
DB04552,P35354,1
DB00926,P11229,0
DB12094,P04049,1
DB01233,Q13639,1
DB06364,Q02880,1
DB00354,Q16288,0
DB00631,P31350,1
DB08165,O43570,1
DB14979,P35968,0
DB12325,Q9Y5Y9,0
DB15189,Q01668,0
DB01161,P05023,1
DB01184,P00918,0
DB04705,P51449,1
DB06725,P16066,0
DB12411,Q9UNA0,0
DB00189,P47870,1
DB00568,P27815,0
DB01044,P11802,0
DB11708,P08588,0
DB15010,Q00653,1
DB01444,P35372,1
DB00162,P48443,1
DB16690,P05023,1
DB01388,P29371,0
DB04908,P10276,0
DB12598,P04035,0
DB01691,P00533,0
DB14542,P04083,1
DB11181,P11229,1
DB14944,O76074,0
DB11853,P54219,0
DB01580,P22894,0
DB00622,P35354,0
DB01033,P20839,1
DB18104,P9WGR1,0
DB01567,P34903,1
DB00191,P10721,0
DB01047,P11474,1
DB12285,P10275,0
DB03305,Q8DR59,0
DB15097,P17931,0
DB02198,P10276,0
DB11816,Q8DR59,0
DB01354,P34903,1
DB00472,P11388,0
DB04829,P28223,1
DB09235,Q13936,1
DB09063,P48443,0
DB09213,P02919,0
DB00909,Q07699,1
DB00696,Q13885,0
DB01413,P02919,1
DB02779,Q06124,1
DB00383,P48551,0
DB11948,P11387,1
DB00277,P21589,1
DB01388,P11229,0
DB06448,P49354,1
DB15463,Q99814,1
DB00979,P08912,1
DB01023,P14867,0
DB17191,P03952,0
DB03073,P09874,1
DB13095,P26664,1
DB11672,O43570,1
DB18011,P08173,0
DB12072,Q16853,0
DB07776,P0DMS8,1
DB00796,O60885,0
DB16160,Q9Y5N1,0
DB13004,P41594,1
DB06213,P29274,1
DB12429,Q13233,1
DB04665,Q9ULX7,1
DB00224,P35372,0
DB01000,Q16539,0
DB15640,Q08499,1
DB11837,Q8NET8,0
DB03017,P02788,1
DB11697,P36888,1
DB00909,P35499,1
DB00306,Q02763,0
DB04873,Q13639,1
DB00904,P06276,0
DB09185,P37231,0
DB05104,Q96SW2,0
DB12687,P55017,0
DB06262,P08913,1
DB18038,P50052,1
DB02908,Q00987,0
DB00228,P14867,1
DB12107,Q939N4,1
DB12948,P31350,1
DB01890,Q07869,1
DB01535,P14867,0
DB04951,P16109,0
DB00450,P14416,1
DB16312,P04150,0
DB00502,P15121,0
DB06626,P34998,0
DB16267,P07550,0
DB12515,P11387,1
DB12664,P21397,1
DB00663,Q92731,0
DB11730,O75899,0
DB09017,P20309,0
DB09324,Q01959,0
DB16157,P27815,1
DB08597,Q9Y478,1
DB11852,P24228,0
DB11428,P35348,1
DB00230,P12821,0
DB02990,Q07343,0
DB12321,P0DMV8,0
DB12327,O00141,0
DB06795,P22748,1
DB05653,P10276,1
DB00997,Q02880,1
DB06090,P36544,1
DB00779,Q02880,1
DB07377,P50579,1
DB04719,Q01469,0
DB00091,P06493,0
DB06393,P00363,0
DB08846,P21918,0
DB00490,P14416,1
DB04818,P21397,1
DB08772,P15121,1
DB08597,Q13131,1
DB00910,P11473,1
DB12005,P37288,0
DB00277,P30542,1
DB13080,P28223,1
DB11399,P14867,0
DB01214,Q92542,0
DB03860,P03372,1
DB04464,P03897,1
DB00929,P43115,1
DB15097,P14780,0
DB05475,P36888,0
DB19283,P35354,1
DB00374,Q03181,1
DB06785,P36888,0
DB06821,P0AC13,1
DB00985,Q00975,0
DB05289,P09619,0
DB13530,P07101,0
DB00311,Q96BI3,0
DB00372,P14416,1
DB00988,Q13547,0
DB00549,Q9Y271,1
DB06711,P08913,1
DB11954,P26664,1
DB01002,P28702,0
DB09342,P03420,0
DB16335,P35348,0
DB01364,P00533,0
DB00371,P34903,1
DB05102,P04936,1
DB11951,O43613,1
DB01103,P43220,0
DB06346,P20292,1
DB00841,P62593,0
DB01406,P06401,1
DB12996,P17252,1
DB12332,P09874,1
DB00725,P00533,0
DB14733,P59676,1
DB15096,P08912,0
DB00169,P11473,1
DB09342,P00519,0
DB12999,P03366,1
DB05442,P28223,0
DB00960,Q12879,0
DB00978,P26664,0
DB04930,P35498,1
DB00914,P54619,1
DB13111,P27815,0
DB03147,P00390,1
DB00307,Q05940,0
DB09185,Q15858,0
DB12741,Q16790,1
DB16911,P48169,0
DB13308,P03366,0
DB03877,P00918,1
DB00459,P10276,1
DB09343,P54619,0
DB00204,O95069,1
DB01587,Q96SW2,0
DB01947,P12931,1
DB01261,P27487,1
DB06480,Q13639,1
DB14719,P29474,0
DB00562,P35346,0
DB08896,P31645,0
DB04879,P14416,0
DB16126,P03366,0
DB13064,P00533,0
DB08867,P06401,1
DB04462,P37231,0
DB00855,P0A3M6,0
DB00243,P00747,1
DB01039,Q07869,1
DB00273,P35498,1
DB16162,P41594,0
DB01221,P46098,1
DB11753,P0A8T7,1
DB01260,P04150,1
DB04858,P09619,0
DB07149,P49841,1
DB12798,Q13639,1
DB00187,P08588,1
DB12005,P11474,0
DB02557,P08473,1
DB00191,Q01959,1
DB00786,P09237,1
DB12610,P02768,1
DB12058,Q01201,1
DB12325,P35367,0
DB08180,P14324,1
DB12433,Q8TDS4,1
DB11645,Q16637,0
DB14973,P52732,0
DB12308,P21728,0
DB06620,P00918,0
DB01127,P43088,0
DB00952,Q9UBX1,0
DB01962,Q72547,0
DB00960,P21731,0
DB01977,P00749,1
DB01954,Q06187,0
DB01038,P14416,1
DB11703,P22830,0
DB04886,P03366,1
DB06276,P20309,0
DB00651,Q08499,1
DB16967,P26664,0
DB00714,Q12791,0
DB03370,Q06187,0
DB06346,P52333,0
DB06673,Q8WW43,0
DB12200,P08581,1
DB00540,P28223,1
DB00255,Q92731,1
DB13495,P00915,1
DB03592,P35372,0
DB13146,P41143,0
